adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.550194634609033	0.0269738328626492	7.6301578467502	2.27764997972883	-3.41520927647495	0.805978615555163	TMED3	23423	transmembrane p24 trafficking protein 3	1.1306146502173329
0.563350630270216	0.0345347123439099	11.0777537328276	-2.17197518462922	-3.59702483065691	-0.256745003300974	TMED5	50999	transmembrane p24 trafficking protein 5	-0.8799273393368727
0.662385261825919	0.104086854692087	10.6826687329328	1.65491984543943	-4.38223857295298	0.254181172119218	TMED1	11018	transmembrane p24 trafficking protein 1	0.086681956832062
0.709164486420176	0.158314221293922	14.4363160052069	-1.43176932779794	-4.66350397331388	-0.176347285252167	TMED5	50999	transmembrane p24 trafficking protein 5	-0.7278247746310553
0.714364022455614	0.166759307757506	12.5313729949846	-1.40273187216877	-4.69739695797406	-0.176705089630806	TMED10	10972	transmembrane p24 trafficking protein 10	-0.7285016963767807
0.732360824037868	0.189124667482139	9.33717849494329	1.33096371647374	-4.77843394978663	0.352130959193198	TMED3	23423	transmembrane p24 trafficking protein 3	0.2719908709146326
0.738013033232042	0.196263548298013	10.0231529246083	1.30942319212311	-4.80199162991673	0.255790623916855	TMED4	222068	transmembrane p24 trafficking protein 4	0.0897268410916174
0.750735159074621	0.215890423523187	11.6330954686925	-1.25309319886235	-4.86191241995967	-0.30616309813619	TMED2	10959	transmembrane p24 trafficking protein 2	-0.9734202785611998
0.771988689024386	0.256691016488006	14.188939583291	-1.14711432844409	-4.96797236600761	-0.112389447831395	TMED2	10959	transmembrane p24 trafficking protein 2	-0.6068244360538895
0.785303510417017	0.281153426595556	7.11615354345575	-1.08928189404192	-5.02212859037281	-0.604275407549533	TMED5	50999	transmembrane p24 trafficking protein 5	-1.5374119929108168
0.801621634970124	0.309120163919626	12.1246319710274	1.02732169955858	-5.07720134078239	0.135095846924211	TMED4	222068	transmembrane p24 trafficking protein 4	-0.1386127881007599
0.844123266173449	0.407116510882581	11.6140338847754	-0.835893815690384	-5.22779779453294	-0.132254108094035	TMED4	222068	transmembrane p24 trafficking protein 4	-0.6444059227712491
0.848946622954525	0.419478303209486	11.2782709623177	0.813918323978818	-5.24317317355366	0.114511671839756	TMED5	50999	transmembrane p24 trafficking protein 5	-0.1775555081018245
0.853947434532081	0.429420974347513	11.1154457627496	-0.796526441555537	-5.25505977951596	-0.228928479263434	TMED2	10959	transmembrane p24 trafficking protein 2	-0.827301907297342
0.860393559516514	0.443861640307736	9.95329434946289	0.771689734835993	-5.27160190837039	0.133139746959532	TMED3	23423	transmembrane p24 trafficking protein 3	-0.1423134879299268
0.865316457513032	0.457653828540089	14.3351049790721	-0.748408315261509	-5.28664491623915	-0.0820041519647035	TMED10	10972	transmembrane p24 trafficking protein 10	-0.5493392045966585
0.868806524895212	0.465302106300532	12.0053844966515	0.735672882568297	-5.29468368645529	0.164194061756339	TMED4	222068	transmembrane p24 trafficking protein 4	-0.0835625551869263
0.876790613405633	0.487286255135302	12.2396083201417	0.699715991517688	-5.31665286866899	0.0905018856659527	TMED9	54732	transmembrane p24 trafficking protein 9	-0.2229790617014027
0.904976012896103	0.577457534117353	8.44498810284328	-0.56070193090759	-5.3914256636969	-0.234183875134311	TMED10	10972	transmembrane p24 trafficking protein 10	-0.8372444679807125
0.917109962507137	0.617956462767335	8.7026570390739	-0.501818173619774	-5.41819675338345	-0.205141626643824	TMED4	222068	transmembrane p24 trafficking protein 4	-0.7823001164812693
0.932682854769042	0.680603301952234	11.4372256774361	-0.414010910746463	-5.45266181610269	-0.0673735246806331	TMED5	50999	transmembrane p24 trafficking protein 5	-0.5216598626057443
0.97175143881165	0.845109750844977	7.54107110504054	0.196359406239939	-5.50973555576518	0.0483719336886592	TMED5	50999	transmembrane p24 trafficking protein 5	-0.3026837337020325
0.995460885595991	0.968409415529567	6.88434615708586	0.0397983123550257	-5.52565038471225	0.0172813953502935	TMED6	146456	transmembrane p24 trafficking protein 6	-0.3615031969171349
0.996260198696565	0.971978190596978	7.2314224204745	-0.0353002877060937	-5.52579584795122	-0.0163457198661829	TMED3	23423	transmembrane p24 trafficking protein 3	-0.4251215506741292
0.996833559037062	0.977900393782275	10.2669986436396	0.0278376029710543	-5.52599875107211	0.0065832926501396	TMED9	54732	transmembrane p24 trafficking protein 9	-0.3817426875105347
