"adj.P.Val"	"P.Value"	"AveExpr"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.ID"	"Gene.title"
0.606021913173124	0.019918835241484	0.0131409529305673	2.55450508390534	-3.16519772095963	0.584099085821578	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.656976704843503	0.0590427418302857	-1.11077394518061	-2.01551329052212	-3.87652878864451	-0.844738972182629	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.668369618673529	0.0751186113089945	-0.134113302379591	1.88904617502081	-4.03149354127535	0.564129994693672	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.755583877124038	0.190414386700202	-0.0764842382912234	-1.36070630056056	-4.60765929909099	-0.474385375749556	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.757704268785942	0.194250932604392	0.0957834561215019	1.34844535327319	-4.61942280005093	0.248103987494761	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.76113737720813	0.201561002461777	-0.0941060768144714	1.32560711997757	-4.64111558866018	0.328724690219512	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.780718766676989	0.245667734886273	-0.0581919491089438	1.20010380485245	-4.75508453542522	0.272460566028613	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.802932038393316	0.288456211712797	0.088935956455035	1.09384475276857	-4.84432521459193	0.243266576610695	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.804421628366202	0.292896962132427	0.0871212476107658	1.083501754457	-4.85264191604211	0.255461429722793	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.818166682811426	0.321395302030707	0.048425157651318	1.01969100072364	-4.90245949094125	0.370889780986849	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.819060785189089	0.323131588811514	0.0870643937606807	1.01593619801277	-4.90530997024787	0.227042441353029	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.821277483637921	0.328535010215124	-0.0773392147551331	1.00434149710673	-4.91405472497082	0.372748852895061	"TMED6"	"146456"	"transmembrane p24 trafficking protein 6"
0.839745933948361	0.373352194916502	0.0807264512781073	0.912934397111166	-4.97991066470707	0.239857661201185	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.862878863545028	0.435302502509092	0.172763520806923	0.797960649308644	-5.05474873159676	0.20902725743334	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.863398887001179	0.438164378208035	0.114312677078625	-0.792910747172084	-5.05782615998038	-0.194656348256158	"TMED1"	"11018"	"transmembrane p24 trafficking protein 1"
0.892574928978925	0.536767405328562	-0.00858003877129494	0.629764145848301	-5.14745912401975	0.159526029003798	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.899610475500992	0.558725245478557	-0.613235736925001	-0.595810774971202	-5.16367798445258	-0.235190618474373	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.925769050154041	0.649972020389371	-0.473113236397669	0.461500267082606	-5.21937405128078	0.219371830478483	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.931744240417613	0.670375798067124	0.102513414112539	0.432700841523926	-5.22953222351197	0.119822250918113	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.954645355833374	0.760921835975505	-0.112728801868621	0.308933580222724	-5.26588537386011	0.0656171508982249	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.959611985745259	0.784803557121925	-1.74164277412046	0.27717837037314	-5.27328462393992	0.198181414043037	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.965919736761395	0.809851488882265	-1.87141559373226	-0.244184646197145	-5.28013160084943	-0.0965515547579237	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.976215504624742	0.860509666061836	-0.716837652525272	-0.178261907416448	-5.29123377975878	-0.150643492365052	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.996760453765048	0.978829801404716	-0.202902395299381	0.0269075024359636	-5.30363861531171	0.0109460759188607	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.99839633120255	0.989241060290884	-0.00839516956317938	0.0136734119692033	-5.30385338486768	0.0024657984789052	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
