"adj.P.Val"	"P.Value"	"AveExpr"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.ID"	"Gene.title"
0.159635991237156	0.00149943878306406	7.42700810361971	3.65313327391461	-0.998198599398211	0.354712786255224	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.335033165130626	0.0231393155737615	9.99497872045446	2.45153126742018	-3.35847425857193	0.774393363606137	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.342089468768631	0.025098421805872	2.69721771161156	2.4134704982736	-3.42695342612246	0.769133317516127	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.346667709104994	0.0261680004198658	8.08444093597483	2.39384092012566	-3.46205264720058	0.243085206962363	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.38378653461626	0.0368979959348782	9.73418353974503	-2.22979533749333	-3.74921715167823	-0.333961644665202	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.389764647043086	0.0391024365768456	4.97300396246673	-2.20162964630631	-3.79735375568644	-0.644393489114154	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.421972669421378	0.0507979078398633	6.03991487178666	2.07272916094668	-4.01293416717487	0.604849102633686	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.453502941722505	0.0638592973078317	5.31018178049751	-1.95717674216915	-4.19918937533601	-0.350369719324777	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.508667552454944	0.0938589398792636	1.839297348202	-1.75554967135531	-4.50676556230344	-0.575588580620889	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.612951578856376	0.177762293233215	10.2286069438298	1.39482762006306	-4.99422492933167	0.22160347494089	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.621913738354527	0.186350672113056	10.5845798101462	1.36649710414987	-5.02874447346692	0.286003825378243	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.6385984650096	0.202826826165949	11.691677849847	-1.31492104362545	-5.09008485970447	-0.182801809502793	"TMED7"	"51014"	"transmembrane p24 trafficking protein 7"
0.655335013608742	0.222082588898039	12.0573147807401	-1.25863846598711	-5.15476724573414	-0.111037967084846	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.710226551814604	0.295133265327908	11.2304545555037	-1.07393482882898	-5.34985985276082	-0.154340148285911	"TMED7"	"51014"	"transmembrane p24 trafficking protein 7"
0.755338870937237	0.363077675907504	6.74620272963673	0.929890594872934	-5.48288350684371	0.16528873607627	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.781742781877561	0.409795176062734	0.86919769374111	0.841185796406934	-5.55609041050302	0.377612785486884	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.806102144285862	0.452162031616715	6.96683107097458	-0.766182298958932	-5.61265916704658	-0.215828105450083	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.81102472679125	0.459926184211874	12.0488037782266	0.75291240556229	-5.6221513207714	0.0666381448519271	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.890822158910091	0.636953095155357	4.88334782157072	-0.478963674415304	-5.78250478615528	-0.109380479585441	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.917942916162945	0.709993367127528	11.6704304310805	0.376990254712304	-5.82442909444214	0.032395111762515	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.920978015389721	0.721536992402345	7.08996478989925	-0.361267731491078	-5.83001840052285	-0.053191585350981	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.928098401927111	0.743070672434952	3.09502002521689	-0.332181955561791	-5.83973864046265	-0.0606115420047275	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.974949675452256	0.898272644330918	9.96253920920479	-0.129412318139783	-5.88497778580428	-0.0213169361492938	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.982171318327567	0.926367053897551	2.45416044052835	0.093541574419552	-5.88885340963988	0.0484090591504946	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.990233567373505	0.959098026467303	7.69650547680453	0.0519060322801503	-5.89178912745819	0.00587122775674054	"TMED1"	"11018"	"transmembrane p24 trafficking protein 1"
0.994066695789348	0.976436946668742	11.7579267771956	0.0298929369099045	-5.89266222029365	0.00274582555765868	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
