adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.999947866409012	0.0517005091206214	0.02948415125	2.23385254727696	-4.33607357490028	0.6859562275	TMED3	23423	transmembrane p24 trafficking protein 3	0.9337625329397748
0.999947866409012	0.0582360038495822	-0.00188601	2.16146946715069	-4.35227855019504	0.47814728	TMED9	54732	transmembrane p24 trafficking protein 9	0.7117811269396048
0.999947866409012	0.0740926142592717	-0.04256952375	-2.01413722743198	-4.38565545629632	-0.6851852025	TMED10	10972	transmembrane p24 trafficking protein 10	-0.530890005452417
0.999947866409012	0.0935561096614007	0.044663845	1.86984079130757	-4.41865868935253	0.35707724	TMED9	54732	transmembrane p24 trafficking protein 9	0.5824541752995795
0.999947866409012	0.112876240983359	0.01771474275	1.75214931712349	-4.44561869931086	0.3075444755	TMED1	11018	transmembrane p24 trafficking protein 1	0.5295433028897891
0.999947866409012	0.133775407582823	0.028040256875	-1.64412301078437	-4.47024215964312	-0.48083883475	TMED2	10959	transmembrane p24 trafficking protein 2	-0.3126073252796928
0.999947866409012	0.148288622630258	0.0265488615	-1.57777134400678	-4.48524331313001	-0.236108544	TMED4	222068	transmembrane p24 trafficking protein 4	-0.0511865602690058
0.999947866409012	0.27004830800867	0.01583722375	-1.17346362301478	-4.57219792057386	-0.2299808855	TMED3	23423	transmembrane p24 trafficking protein 3	-0.0446409987535716
0.999947866409012	0.285142396319473	-0.00583761875	-1.13473147959824	-4.57991456788168	-0.2180044625	TMED2	10959	transmembrane p24 trafficking protein 2	-0.0318477901435683
0.999947866409012	0.316685864882333	-0.0499114385	-1.05872991698265	-4.59462798900289	-0.270872946	TMED10	10972	transmembrane p24 trafficking protein 10	-0.0883218757958563
0.999947866409012	0.409370398202828	-0.01422459	0.864275852284411	-4.62925484952529	0.18828565	TMED3	23423	transmembrane p24 trafficking protein 3	0.4021510896049447
0.999947866409012	0.415338058742756	-0.14068096875	0.85289096787651	-4.63113011372756	0.4070204525	TMED5	50999	transmembrane p24 trafficking protein 5	0.6358034880423107
0.999947866409012	0.444062680170379	-0.010126650375	-0.799605219481227	-4.6396600766179	-0.11898422375	TMED5	50999	transmembrane p24 trafficking protein 5	0.073925575655311
0.999947866409012	0.492569224894397	0.0081754624999999	0.71458683643322	-4.65238222287275	0.121949735	TMED4	222068	transmembrane p24 trafficking protein 4	0.3312911008645285
0.999947866409012	0.512591639051661	0.0362333655	0.681046536170867	-4.65708409265539	0.0928642750000001	TMED5	50999	transmembrane p24 trafficking protein 5	0.3002220281290446
0.999947866409012	0.519009369325986	-0.03969712	0.670466529388815	-4.65852858314458	0.31699311	TMED5	50999	transmembrane p24 trafficking protein 5	0.5396363291830468
0.999947866409012	0.559704571102319	-0.15076184625	0.605120355816268	-4.66702664924376	0.2701115525	TMED5	50999	transmembrane p24 trafficking protein 5	0.4895574746653519
0.999947866409012	0.572553660166319	-0.321785216625	0.585059786816814	-4.6694854635977	0.21128462925	TMED10	10972	transmembrane p24 trafficking protein 10	0.4267185868754062
0.999947866409012	0.581384136418205	-0.1173870525	-0.571418199796393	-4.67111625837647	-0.152128695	TMED4	222068	transmembrane p24 trafficking protein 4	0.0385206692847264
0.999947866409012	0.676073557033507	-0.01974541	-0.431430377713816	-4.68584555493356	-0.0664508335	TMED6	146456	transmembrane p24 trafficking protein 6	0.1300417148780974
0.999947866409012	0.691169109603486	-0.105335830875	0.410007446154325	-4.68776564106644	0.09232329925	TMED4	222068	transmembrane p24 trafficking protein 4	0.2996441581237263
0.999947866409012	0.779659067487649	0.017975329375	0.288081688574786	-4.69692249542336	0.04307794125	TMED2	10959	transmembrane p24 trafficking protein 2	0.2470402931827244
0.999947866409012	0.818598469196571	0.13977810125	-0.235995179163321	-4.69989128413705	-0.087583715	TMED5	50999	transmembrane p24 trafficking protein 5	0.10746758222096
0.999947866409012	0.901681239799096	0.1918691425	-0.126983645989304	-4.70422277097804	-0.041946415	TMED4	222068	transmembrane p24 trafficking protein 4	0.1562173215460758
0.999947866409012	0.941150907286844	0.0077994165	0.0758614345340422	-4.70536346865819	0.015008147	TMED3	23423	transmembrane p24 trafficking protein 3	0.2170561540553635
