"adj.P.Val"	"P.Value"	"AveExpr"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.ID"	"Gene.title"
0.788877946703858	0.00193298515403971	5.43745160109091	3.55229923002135	-1.28486204240399	0.505922325533332	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.921857815501972	0.0106839273401057	10.9208270863636	-2.80776227156559	-2.83766008526894	-0.167343459000003	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.936967889548293	0.0357422535760101	7.81288097118182	2.24727581813446	-3.90412460964981	0.299571307416664	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.936967889548293	0.0580122292754443	8.90252559836364	2.00759354109348	-4.31880618897179	0.255406554583329	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.936967889548293	0.0701066453603225	7.90659362618182	1.91058538180373	-4.47801325901033	0.263281559783331	"TMED1"	"11018"	"transmembrane p24 trafficking protein 1"
0.936967889548293	0.0743991786839017	6.13007135836364	1.87969868600612	-4.52757907175155	0.544088729316665	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.936967889548293	0.0793488192252842	6.37640190122727	1.84596757709298	-4.5810692764886	0.486633944449998	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.936967889548293	0.0872803188799499	4.05118220504545	1.79556247721377	-4.65972783553409	0.443639000299998	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.936967889548293	0.0879364703105137	11.3446906272727	-1.79157313013097	-4.66588711711969	-0.115144955333339	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.936967889548293	0.13936059616332	6.4095275835	-1.53775118724608	-5.03668284254954	-0.250929903950004	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.936967889548293	0.192360905687742	10.1692744599091	1.3478914553525	-5.28482310057181	0.127792978299995	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.936967889548293	0.205994981670777	8.66159241854545	-1.30595180533409	-5.33601168666013	-0.263540585816667	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.936967889548293	0.28263861752265	3.33363863527273	1.10331710000258	-5.56375248271877	0.0257633447999988	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.939951774164228	0.403848324222988	3.3830569655	-0.852337399438173	-5.79817153487407	-0.0557947993166676	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.948213214289739	0.42750862315909	4.88882542736364	0.809482611862252	-5.8326536617554	0.230253585166666	"TMED2"	"10959"	"transmembrane p24 trafficking protein 2"
0.948213214289739	0.427922333458805	4.92213457286364	0.808746767581535	-5.83323123971281	0.163168771949997	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.968718610522544	0.48110809602431	3.59750904809091	-0.717553407392721	-5.90097889102744	-0.125328707883334	"TMED6"	"146456"	"transmembrane p24 trafficking protein 6"
0.972920000267363	0.492900490517445	5.38266383509091	-0.698159151287247	-5.91439820497815	-0.0992553708500008	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.993637298175328	0.547145248031939	8.40659960831818	-0.612158238468894	-5.96966643001293	-0.0718016468000044	"TMED10"	"10972"	"transmembrane p24 trafficking protein 10"
0.999999999999703	0.698104564408724	5.80697519136364	-0.393358705819926	-6.07847063824439	-0.0488560914666696	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.999999999999703	0.726395497446297	8.61792638090909	0.354743132863549	-6.09284698092164	0.0588831105333316	"TMED4"	"222068"	"transmembrane p24 trafficking protein 4"
0.999999999999703	0.742903116259215	3.43746396604545	-0.332467002797049	-6.10047372191552	-0.034893866416668	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.999999999999703	0.753364094414973	6.51199639931818	0.318439759989352	-6.10502537258033	0.0435336830166682	"TMED5"	"50999"	"transmembrane p24 trafficking protein 5"
0.999999999999703	0.828899211083763	4.38645998995455	0.218883722811853	-6.13173509033523	0.051633973683332	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
0.999999999999703	0.999999999999703	3.321928024	-3.76970717977509e-13	-6.15571837216199	-1.33226762955019e-15	"TMED3"	"23423"	"transmembrane p24 trafficking protein 3"
