adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.466257330773981	0.030982813037264	3.38531574347826	2.29525812418316	-3.58042430779114	0.158818411363638	TMED4	222068	transmembrane p24 trafficking protein 4	0.4486409992437137
0.51712548266967	0.0450222814164945	7.8674350826087	2.11751591483067	-3.88468325819105	0.220039764393946	TMED4	222068	transmembrane p24 trafficking protein 4	0.5112499559329091
0.641615572542126	0.105747381913678	9.33869456521739	1.68246716510298	-4.55792878163114	0.187597969696972	TMED5	50999	transmembrane p24 trafficking protein 5	0.4780728564640828
0.678742509470072	0.131325396926645	3.06050943043478	-1.563519758595	-4.72185860688363	-0.191902009848484	TMED3	23423	transmembrane p24 trafficking protein 3	0.0899713754146649
0.689700574728848	0.141506508337516	10.2186705	1.5214929733999	-4.77750658912134	0.139267700757582	TMED10	10972	transmembrane p24 trafficking protein 10	0.4286471648544019
0.71223588993381	0.159668946600733	8.24801423043478	1.45229401819582	-4.86646130474007	0.336745567424241	TMED4	222068	transmembrane p24 trafficking protein 4	0.6306009373410477
0.758315921573185	0.212820271118021	8.61314376086957	-1.28070132288272	-5.0721376895712	-0.207669026515141	TMED4	222068	transmembrane p24 trafficking protein 4	0.0738469937285586
0.768242318701894	0.228098216872296	4.24726727391304	-1.23764001167447	-5.12029563958108	-0.0838504878787862	TMED3	23423	transmembrane p24 trafficking protein 3	0.2004719234155132
0.790827501317647	0.257622198806142	6.64148822608696	1.16025169853481	-5.20323505095591	0.210957409090914	TMED5	50999	transmembrane p24 trafficking protein 5	0.5019617458287984
0.79571811856949	0.263568808739776	2.59973803043478	1.14547242375768	-5.21853913699453	0.0694772734848481	TMED5	50999	transmembrane p24 trafficking protein 5	0.3572749128188119
0.815310796738201	0.297490793338299	2.93031617391304	1.06551466947647	-5.29830427941967	0.0638541356060616	TMED6	146456	transmembrane p24 trafficking protein 6	0.3515243245275661
0.836877385866057	0.335038757955646	3.01847476521739	0.984250203739188	-5.37403518284035	0.0750921628787893	TMED4	222068	transmembrane p24 trafficking protein 4	0.3630170656703804
0.861774495666199	0.399136671224644	4.63524283043478	0.858813729540549	-5.48007934296256	0.155064542424246	TMED5	50999	transmembrane p24 trafficking protein 5	0.4448020475347087
0.878144200525832	0.442131416735661	10.848178	0.781839688325856	-5.53847335706067	0.060253553030309	TMED10	10972	transmembrane p24 trafficking protein 10	0.3478421334719455
0.890109891320635	0.471457231905122	7.73327280434783	0.731939675483332	-5.57356059126417	0.238809792424246	TMED2	10959	transmembrane p24 trafficking protein 2	0.5304454132992671
0.922857612576637	0.588463959322764	10.9532014347826	-0.548601923307138	-5.6833836067993	-0.0491864962121191	TMED2	10959	transmembrane p24 trafficking protein 2	0.2359215867357367
0.929093687552786	0.613600299114229	3.95616408695652	0.511766043888576	-5.70176955110565	0.0445405030303059	TMED3	23423	transmembrane p24 trafficking protein 3	0.3317729416261148
0.941246785270205	0.659578732503735	8.4386589173913	0.446153320271345	-5.73142396570848	0.0940824742424304	TMED3	23423	transmembrane p24 trafficking protein 3	0.3824377991698826
0.943930768955219	0.675132420745618	4.57566101304348	-0.424413603469269	-5.74037025956362	-0.0767338643939359	TMED10	10972	transmembrane p24 trafficking protein 10	0.2077498476932682
0.949894601970316	0.702641530132448	8.71424508695652	0.386458227383363	-5.75493519848664	0.113135424242426	TMED2	10959	transmembrane p24 trafficking protein 2	0.4019225910326263
0.963711895113809	0.775903393480567	7.0995712	0.287964651314967	-5.7864413258148	0.0528642280303062	TMED5	50999	transmembrane p24 trafficking protein 5	0.3402853268025714
0.96951182765611	0.801190079285703	7.08403629565217	0.254680285983707	-5.79502466800345	0.0350824318181866	TMED1	11018	transmembrane p24 trafficking protein 1	0.3221004998787116
0.972042358157733	0.814680078918061	4.63773083043478	-0.237045346720035	-5.79914815969661	-0.0312524113636359	TMED5	50999	transmembrane p24 trafficking protein 5	0.2542621539718634
0.979083698550917	0.849329463346921	7.94339735652174	0.19208465609256	-5.80832875028509	0.029960169696972	TMED9	54732	transmembrane p24 trafficking protein 9	0.3168621398715574
0.999294242571065	0.98972240068966	10.4843843478261	-0.0130194521919928	-5.82582708187842	-0.001501390151505	TMED9	54732	transmembrane p24 trafficking protein 9	0.2846874926213951
