adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.0390714536725605	0.0006259708729122	11.5811328977209	-3.74234177830092	-0.358714678145814	-0.409631358394252	TMED2	10959	transmembrane p24 trafficking protein 2	-1.2041441529147985
0.047266637748631	0.0009609023425988	8.4568014169502	-3.59193556801329	-0.744742211325276	-0.978040787527227	TMED2	10959	transmembrane p24 trafficking protein 2	-2.1910787392692503
0.0992126164085779	0.0039581751104979	9.32225207518606	-3.07639184525255	-2.00947853409498	-0.629304541639197	TMED9	54732	transmembrane p24 trafficking protein 9	-1.5855647471679877
0.136894666526094	0.0074028664526295	11.1765632208141	-2.83623159748047	-2.56152690867659	-0.276025300205218	TMED9	54732	transmembrane p24 trafficking protein 9	-0.9721627095837532
0.233499637345087	0.0220893611956847	11.2812692784757	2.39076133676599	-3.50846158911044	0.248088559547519	TMED5	50999	transmembrane p24 trafficking protein 5	-0.0621389329431787
0.426905922301524	0.0905437520979694	7.73703069739243	-1.73854782395643	-4.6751607331732	-0.314167534386778	TMED1	11018	transmembrane p24 trafficking protein 1	-1.0383894260758295
0.427913999731007	0.0911787313522784	9.71859310266074	-1.73499663625343	-4.68069546246706	-0.488381234089502	TMED2	10959	transmembrane p24 trafficking protein 2	-1.3408782956142042
0.582021846888383	0.196483305362942	8.81583634515922	-1.31568597416036	-5.26476604266416	-0.150363836665024	TMED3	23423	transmembrane p24 trafficking protein 3	-0.7539755399428305
0.653406829043285	0.265756740894247	8.61473703413307	1.13021695724086	-5.47685323060225	0.139099340614582	TMED5	50999	transmembrane p24 trafficking protein 5	-0.2513779289759292
0.780826448832595	0.444121261093938	11.6390238471568	0.773646977416591	-5.79929388021363	0.119200548995188	TMED10	10972	transmembrane p24 trafficking protein 10	-0.2859283862155215
0.792013385319217	0.463841254697114	10.4320485145109	0.740320073114507	-5.82350624104422	0.0970728744193998	TMED10	10972	transmembrane p24 trafficking protein 10	-0.3243488736936291
